ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
00-119,30/12/99 07:21:37,https://twitter.com/iskonglasalista/status/1311498381294878720,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-10-30 since:2020-10-01,@iskonglasalista,Benedict Exconde,Agricultural Economist. University Lecturer. Communicator. Commentator. Dog parent to Jingle.,Identified,April 2009,2561,6064,Singapore,"""The enemy of my enemy is my friend.""

Also, take note that the oligarchs, liberals and the Communists have been in cahoots with each other since Ninoy Aquino, Joma Sison and Bernabe ""Kumander Dante"" Buscayno founded the CPP-NPA-NDF.","""The enemy of my enemy is my friend.""

Also, take note that the oligarchs, liberals and the Communists have been in cahoots with each other since Ninoy Aquino, Joma Sison and Bernabe ""Kumander Dante"" Buscayno founded the CPP-NPA-NDF.","Text, Reply","10:49 AM · Oct 1, 2020",,Emotional,10,0,4,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-120,30/12/99 07:22:04,https://twitter.com/1vic2r310/status/1320885696966529026,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-10-30 since:2020-10-01,@1vic2r310,JunAgustin,,Anonymous,May 2016,27,1,"Bacoor, Calabarzon","Tama at alisin na rin ang ninoy aquino day, a communist and a traitor.","That's right and also remove Ninoy Aquino Day, A Communist and a Traitor.","Text, Reply","8:31 AM · Oct 27, 2020",,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No bio,,
00-121,30/12/99 07:23:45,https://twitter.com/sycipft/status/1332724686736670722,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-11-30 since:2020-11-01,@sycipft,"
Francisco T. Sycip, Jr.",citizen journalism,Identified,August 2010,522,260,"Metro Manila, Philippines","""FACTCHECKED: Former President Ferdinand Marcos was about to re-take Sabah back to Philippine sovereignty when Ninoy learned about the plan and informed Malaysian authorities. BIG TIME TRAITOR!
""Hey Bam... this post is for you! ""
https://facebook.com/photo?fbid=5021531711197936&set=a.469938743023945","""FACTCHECKED: Former President Ferdinand Marcos was about to re-take Sabah back to Philippine sovereignty when Ninoy learned about the plan and informed Malaysian authorities. BIG TIME TRAITOR!
""Hey Bam... this post is for you! ""
https://facebook.com/photo?fbid=5021531711197936&set=a.469938743023945","Text, URL, Image","
12:35 AM · Nov 29, 2020",,Emotional,0,0,0,0,,,"Despite the truth about Marcos Sr.’s attempt in reclaiming Sabah from Malaysia during the 1960s, no official documents or records show that will prove the failure in attempt is due to Aquino’s collusion with Malaysia. 
[https://news.abs-cbn.com/spotlight/05/18/22/umanoy-sabwatan-para-di-mabawi-ang-sabah-walang-basehan]",,,
00-122,30/12/99 07:24:11,https://twitter.com/Domingo31356729/status/1332990163623022592,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-12-30 since:2020-12-01,@Domingo31356729,@Domingo31356729,Musica,Anonymous,January 2017,104,25,Italy,Si ninoy aquino pinuno ng npa naging bayani pa si cory daming ginawang masama sa pinas yung mga pareng tanga gusto pang gawing santo puro bobo,Ninoy Aquino leader of the NPA but also became a hero while Cory has made a lot of bad things in Philippines now the foolish priests wants to make her a saint which is purely stupid,Text,"6:09 PM · Nov 29, 2020",,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-123,30/12/99 07:26:03,https://twitter.com/sycipft/status/1336275992546070528,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-12-30 since:2020-12-01,@sycipft,"
Francisco T. Sycip, Jr.",citizen journalism,Identified,August 2010,522,260,"Metro Manila, Philippines","""dahil kay ninoy kaya may npa ngayon...""
.....tap the link, below to view the entire post.
https://facebook.com/photo?fbid=4081486561878599&set=a.416465018380790","""Because of Ninoy so there's a NPA now ...""
..... Tap the link, below to view the entire post.
https://facebook.com/photo?fbid=4081486561878599&set=a.416465018380790","Text, URL, Image",08/12/20 00:00,,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-124,30/12/99 07:27:12,https://twitter.com/BryanLapez/status/1337017493223706626,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-12-30 since:2020-12-01,@BryanLapez,yan bry Zepla,,Anonymous,October 2020,30,17,,Ninoy Aquino saying in his old speech that CPP should be legalized,Ninoy Aquino saying in his old speech that CPP should be legalized,Video,"8:53 PM · Dec 10, 2020",,Emotional,0,0,0,3,,,"Ninoy Aquino did say in his old speeches that the CPP should be legalized, but only if the political party abandons its goal of violently overthrowing the government. 
[https://verafiles.org/articles/vera-files-fact-check-video-on-ninoy-aquino-supporting-cpps-legalization-needs-context]","No bio
No location",,
00-125,30/12/99 07:27:49,https://twitter.com/ManuelM73700324/status/1351537407271702528,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-01-30 since:2021-01-01,@ManuelM73700324,singlejourney,"to stand firm of what I believe in,
changing of mind is not in my vocabulary..❤️💚🇵🇭",Anonymous,November 2020,683,680,catbalogan city eastern visaya,"joma and ninoy is the founder of CPP NPA NDF, FACTS,..👊","joma and ninoy is the founder of CPP NPA NDF, FACTS,..👊","Text, Reply","10:30 PM · Jan 19, 2021",,Emotional,1,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-126,30/12/99 07:28:27,https://twitter.com/marortoll/status/1351645180168794112,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-01-30 since:2021-01-01,@marortoll,The Buried Lead by Ramon Ortoll,Cook. Wide reader. Political crackpot. Old soul. Thinks outside of the box. Aspiring writer. Tech geek. Boomer. Former Chief of Staff. School of Hard Knocks.,Identified,June 2017,721,11000,National Capital Region,"Sison. Ninoy wanted to become President so badly that he sold his soul to the devil. He organized both the communist and Muslim secessionist movements to overthrow Marcos so he can achieve his ambition. If only for this, the Yellows and the Reds should be eliminated from society","Sison. Ninoy wanted to become President so badly that he sold his soul to the devil. He organized both the communist and Muslim secessionist movements to overthrow Marcos so he can achieve his ambition. If only for this, the Yellows and the Reds should be eliminated from society","Text, Thread, Reply","5:38 AM · Jan 20, 2021",,Emotional,14,0,2,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",Thread,,
00-127,30/12/99 07:28:56,https://twitter.com/BrujaDelDemonio/status/1350571211818876928,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-01-30 since:2021-01-01,@BrujaDelDemonio,BrujaTortillasDeliciosas,These are tortillas DEHhh-liciosas 🌮,Anonymous,June 2017,362,24000,Hawthorne,Ano kaya pakiramdam na DDS ka pero gumagamit ka ng 500 pesos na dilawan na may mukha ni St. Cory at “NPA Founder” Ninoy Aquino? 🤡,What does it feel like to be a DDS but you use 500 yellow peso bill plastered with faces of St. Cory and “NPA founder” Ninoy Aquino? 🤡,"Text, Reply","6:30 AM · Jan 17, 2021",,Emotional,21,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-128,30/12/99 07:29:31,https://twitter.com/marredroyalty/status/1365093848603455488,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-02-27 since:2021-02-01,@marredroyalty,Marjhon Havana,"🇵🇭 Filipino Scientists, Filipino Inventors

(rare)",Identified,June 2018,2470,2169,No location,"LET'S REWIND 1977

FACT! In Nov 25, 1977 after 5 years of trial, Ninoy Aquino was finally CONVICTED of TREASON for the crime of: (1) collaborating with Malaysia in developing Mindanao Secessionist and National Communist insurgencies since March 1968, and","LET'S REWIND 1977

FACT! In Nov 25, 1977 after 5 years of trial, Ninoy Aquino was finally CONVICTED of TREASON for the crime of: (1) collaborating with Malaysia in developing Mindanao Secessionist and National Communist insurgencies since March 1968, and","Text, Image, Thread","8:18 AM · Feb 26, 2021",,Emotional,218,13,84,14,,,"Former National Territory Division Head of DFA Hermes Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts. 
[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]",No location,,
00-129,30/12/99 07:29:50,https://twitter.com/sycipft/status/1364960199434522627,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-02-27 since:2021-02-01,@sycipft,"
Francisco T. Sycip, Jr.",citizen journalism,Identified,August 2010,522,260,"Metro Manila, Philippines","r.p. history - LET'S REWIND 1977

FACT! In Nov 25, 1977 after 5 years of trial, Ninoy Aquino was finally CONVICTED of TREASON for the crime of: (1) collaborating with Malaysia in developing Mindanao Secessionist and National Communist ins. ..more
https://facebook.com/photo?fbid=1921360161290378&set=a.406003489492727","r.p. history - LET'S REWIND 1977

FACT! In Nov 25, 1977 after 5 years of trial, Ninoy Aquino was finally CONVICTED of TREASON for the crime of: (1) collaborating with Malaysia in developing Mindanao Secessionist and National Communist ins. ..more
https://facebook.com/photo?fbid=1921360161290378&set=a.406003489492727","Text, Image, URL","11:27 PM · Feb 25, 2021",,Emotional,0,0,0,0,,,"Former National Territory Division Head of DFA Hermes Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts. 
[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]",,,
00-130,30/12/99 07:31:38,https://twitter.com/SiiniGeng/status/1364808816043331587,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-02-27 since:2021-02-01,@SiiniGeng,"Sini Geng 🇵🇭
",Verified Troll. 😂,Anonymous,October 2015,1555,1950,,"Maliit pa ako, sinabi na ng tatay ko:
NPA was Ninoy’s Private Army.","Ever since I was little, my dad said:
NPA was Ninoy's private army.",Text,"1:25 PM · Feb 25, 2021",,Emotional,1,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No location,,
00-131,30/12/99 07:32:36,https://twitter.com/Rosmar_Masarap/status/1368550236164001799,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-03-30 since:2021-03-01,@Rosmar_Masarap,Rosmar Version 2.o,"Rosmar na pinasarap!
(not real rosmar)",Anonymous,June 2018,47,441,,And she want a communist leader like Ninoy 💁🏻,And she want a communist leader like Ninoy 💁🏻,"Text, Image","9:12 PM · Mar 7, 2021",,Emotional,4,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",No location,,
00-132,30/12/99 07:32:57,https://twitter.com/sycipft/status/1374088680235618311,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-03-30 since:2021-03-01,@sycipft,"
Francisco T. Sycip, Jr.",citizen journalism,Identified,August 2010,522,260,"Metro Manila, Philippines","There you go! Krazy's dad wants rebels and communists to be legal. Motherfucker! Your father is a communist hero, not a sensible Filipinos.
Ninoy Aquino, gustong gawing LEGAL ang Communist Party of the Philippines.
Sabi ni Ninoy sa kanyang....more","""There you go! Krazy's dad wants rebels and communists to be legal. Motherfucker! Your father is a communist hero, not a sensible Filipinos.
Ninoy Aquino, wants to LEGALIZE the Communist Party of the Philippines.
Ninoy said in his....more""","Text, URL","4:00 AM · Mar 23, 2021",,Emotional,0,0,0,0,,,"Ninoy Aquino did say in his old speeches that the CPP should be legalized, but only if the political party abandons its goal of violently overthrowing the government. 
[https://verafiles.org/articles/vera-files-fact-check-video-on-ninoy-aquino-supporting-cpps-legalization-needs-context]",,,
00-133,30/12/99 07:33:11,https://twitter.com/teriyo/status/1370106915624120320,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-03-30 since:2021-03-01,@teriyo,Eterio Herrera jr,"Australian 65 years old , investigator of controversial facts and figures of communist democrats beijing joe lying bythen!.",Identified,March 2009,4510,1710,"Parramatta, Australia",Deep State supporter of Marcial Bonifacio aka Ninoy Aquino Madbomber of Plaza Miranda and co founder of Joma Sison Communist Party of the Philippines and late Santa kurakot sa halos lahat ng government owned controlled corporation…https://lnkd.in/gTHqPjS https://lnkd.in/gsFrE_Z,Deep State Supporter of Marcial Bonifacio aka ninoy Aquino Madbomber of Plaza Miranda and CO Founder of Joma Sison Communist Party of the Philippines and late Santa corrupt in almost all Government Owned Controlled Corporation...https://lnkd.in/Gthqpjs https. lnkd.in/gsfre_z,"Text, URL","4:18 AM · Mar 12, 2021",,Emotional,0,0,0,0,,,"Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack. Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness. 
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]",,,
